,User_ID,first_listen_date,last_listen_date,avg_duration_per_listen,std_avg_duration_per_listen,listen_cnt,total_listen_minute,listen_week_cnt,bias_listen_week_cnt,min_purchase_date,max_purchase_date,order_cnt,revenue,order_week_cnt,bias_order_week_cnt,Density,signup_date,Recency,Frequency,Monetary,last_active_date,life_week_cnt
104,41178,2020-07-18,2020-07-25,20.83684210526316,38.873215722201266,19.0,395.90000000000003,1.0,24.0,,,,,,,20.83684210526316,2020-07-04,159,19.0,0.0,2020-07-25,3.0
105,41182,2020-07-16,2020-07-16,1.775,1.791414710966354,4.0,7.1,1.0,24.0,,,,,,,1.775,2020-07-04,168,4.0,0.0,2020-07-16,2.0
106,41184,2020-08-13,2020-08-22,11.087500000000002,11.09533685833828,16.0,177.40000000000003,2.0,20.0,,,,,,,11.087500000000002,2020-07-04,131,8.0,0.0,2020-08-22,7.0
107,41185,2020-07-18,2020-08-12,3.5619047619047626,6.446663958240432,21.0,74.80000000000001,4.0,24.0,,,,,,,3.5619047619047626,2020-07-04,141,5.25,0.0,2020-08-12,6.0
108,41186,2020-07-04,2020-12-17,12.361111111111109,7.300023692560845,54.0,667.4999999999999,24.0,26.0,,,,,,,12.361111111111109,2020-07-04,14,2.25,0.0,2020-12-17,24.0
109,41189,2020-07-16,2020-07-16,0.9,,1.0,0.9,1.0,24.0,,,,,,,0.9,2020-07-04,168,1.0,0.0,2020-07-16,2.0
110,41191,2020-07-08,2020-08-18,21.633333333333333,18.80130556395196,45.0,973.5,6.0,26.0,,,,,,,21.633333333333333,2020-07-04,135,7.5,0.0,2020-08-18,7.0
111,41192,2020-07-18,2020-11-08,7.326470588235293,6.944250240897114,34.0,249.09999999999997,17.0,24.0,,,,,,,7.326470588235293,2020-07-04,53,2.0,0.0,2020-11-08,19.0
112,41193,2020-07-05,2020-07-08,0.22499999999999998,0.15,4.0,0.8999999999999999,1.0,26.0,,,,,,,0.22499999999999998,2020-07-04,176,4.0,0.0,2020-07-08,1.0
113,41195,2020-07-18,2020-07-18,8.968181818181817,16.25588205231267,22.0,197.29999999999998,1.0,24.0,,,,,,,8.968181818181817,2020-07-04,166,22.0,0.0,2020-07-18,2.0
114,41196,2020-07-25,2020-07-25,18.2,12.353744371647004,5.0,91.0,1.0,23.0,,,,,,,18.2,2020-07-04,159,5.0,0.0,2020-07-25,3.0
115,41199,2020-07-05,2020-07-05,5.590909090909091,11.472702780553023,11.0,61.5,1.0,26.0,,,,,,,5.590909090909091,2020-07-05,179,11.0,0.0,2020-07-05,1.0
116,41206,2020-07-05,2020-07-05,4.55,5.8689862838483435,2.0,9.1,1.0,26.0,,,,,,,4.55,2020-07-05,179,2.0,0.0,2020-07-05,1.0
117,41210,2020-07-05,2020-07-05,0.35,0.07071067811865477,2.0,0.7,1.0,26.0,,,,,,,0.35,2020-07-05,179,2.0,0.0,2020-07-05,1.0
118,41211,2020-07-05,2020-07-05,15.0,9.907909298467898,4.0,60.0,1.0,26.0,,,,,,,15.0,2020-07-05,179,4.0,0.0,2020-07-05,1.0
119,41214,2020-07-05,2020-12-12,1.4388888888888889,2.6725486599628603,18.0,25.9,23.0,26.0,,,,,,,1.4388888888888889,2020-07-05,19,0.782608695652174,0.0,2020-12-12,23.0
120,41218,2020-07-05,2020-07-05,2.4,,1.0,2.4,1.0,26.0,,,,,,,2.4,2020-07-05,179,1.0,0.0,2020-07-05,1.0
121,41221,2020-08-20,2020-12-27,3.738888888888889,6.652389123146033,18.0,67.3,19.0,19.0,,,,,,,3.738888888888889,2020-07-05,4,0.9473684210526315,0.0,2020-12-27,25.0
122,41225,2020-07-06,2020-07-07,10.533333333333333,5.001333155602947,3.0,31.6,1.0,26.0,,,,,,,10.533333333333333,2020-07-05,177,3.0,0.0,2020-07-07,1.0
123,41226,2020-10-05,2020-10-21,14.183333333333335,12.855413904914405,6.0,85.10000000000001,3.0,13.0,,,,,,,14.183333333333335,2020-07-05,71,2.0,0.0,2020-10-21,16.0
124,41228,2020-07-05,2020-07-05,2.1166666666666667,2.155380863482523,6.0,12.7,1.0,26.0,,,,,,,2.1166666666666667,2020-07-05,179,6.0,0.0,2020-07-05,1.0
125,41229,2020-07-07,2020-07-08,2.233333333333333,0.9179687721631202,6.0,13.399999999999999,1.0,26.0,,,,,,,2.233333333333333,2020-07-05,176,6.0,0.0,2020-07-08,1.0
126,41230,2020-07-06,2020-07-06,7.7,3.8255718526777147,5.0,38.5,1.0,26.0,,,,,,,7.7,2020-07-05,178,5.0,0.0,2020-07-06,1.0
127,41232,2020-07-12,2020-11-01,9.5,18.448814325045387,17.0,161.5,16.0,25.0,,,,,,,9.5,2020-07-05,60,1.0625,0.0,2020-11-01,17.0
128,41244,2020-07-05,2020-07-05,0.2,,1.0,0.2,1.0,26.0,,,,,,,0.2,2020-07-05,179,1.0,0.0,2020-07-05,1.0
129,41250,2020-08-19,2020-12-05,14.359459459459462,16.005996436396014,37.0,531.3000000000001,16.0,20.0,,,,,,,14.359459459459462,2020-07-05,26,2.3125,0.0,2020-12-05,22.0
130,41261,2020-07-05,2020-07-05,0.4,,1.0,0.4,1.0,26.0,,,,,,,0.4,2020-07-05,179,1.0,0.0,2020-07-05,1.0
131,41263,2020-07-06,2020-07-06,0.8,,1.0,0.8,1.0,26.0,,,,,,,0.8,2020-07-06,178,1.0,0.0,2020-07-06,1.0
132,41264,2020-07-07,2020-07-24,9.366666666666667,9.113759161872014,12.0,112.4,3.0,26.0,,,,,,,9.366666666666667,2020-07-06,160,4.0,0.0,2020-07-24,3.0
133,41265,2020-08-11,2020-12-02,19.77333333333333,19.099393984488426,30.0,593.1999999999999,17.0,21.0,,,,,,,19.77333333333333,2020-07-06,29,1.7647058823529411,0.0,2020-12-02,22.0
134,41266,2020-07-31,2020-08-04,3.7800000000000002,3.54922526757601,5.0,18.900000000000002,1.0,22.0,,,,,,,3.7800000000000002,2020-07-06,149,5.0,0.0,2020-08-04,5.0
135,41268,2020-07-18,2020-12-10,17.649152542372878,14.674683488114136,59.0,1041.2999999999997,21.0,24.0,,,,,,,17.649152542372878,2020-07-06,21,2.8095238095238093,0.0,2020-12-10,23.0
136,41273,2020-07-06,2020-07-06,3.15,3.745854851890096,8.0,25.2,1.0,26.0,,,,,,,3.15,2020-07-06,178,8.0,0.0,2020-07-06,1.0
137,41275,2020-07-06,2020-07-06,1.3250000000000002,2.2839502121168427,8.0,10.600000000000001,1.0,26.0,,,,,,,1.3250000000000002,2020-07-06,178,8.0,0.0,2020-07-06,1.0
138,41277,2020-07-26,2020-07-26,13.899999999999999,12.884163405773254,13.0,180.7,1.0,23.0,,,,,,,13.899999999999999,2020-07-06,158,13.0,0.0,2020-07-26,3.0
139,41280,2020-07-16,2020-11-12,17.486206896551717,19.808560994427406,29.0,507.09999999999985,17.0,24.0,2020-11-07,2020-11-07,1.0,9000.0,0.0,7.714285714285714,17.486206896551717,2020-07-06,49,1.7058823529411764,473.6842105263158,2020-11-12,19.0
