,User_ID,type_user,Recency,Frequency,Density,RecencyCluster,FrequencyCluster,DensityCluster,ClusterCode
430,43286,free,150,3.0,1.4000000000000001,0,0,0,000
431,43289,free,148,1.5,0.7333333333333333,0,0,0,000
432,43291,free,149,1.0,0.5,0,0,0,000
433,43293,free,133,1.1875,4.036842105263158,0,0,0,000
434,43295,free,147,3.0,3.611111111111111,0,0,0,000
435,43302,free,150,3.0,1.4000000000000001,0,0,0,000
436,43304,free,150,4.0,0.7,0,0,0,000
437,43317,free,140,2.75,7.881818181818181,0,0,0,000
438,43324,free,131,1.8333333333333333,2.5333333333333323,0,0,0,000
439,43326,free,147,2.5,5.82,0,0,0,000
440,43332,free,134,0.6,4.422222222222223,0,0,0,000
441,43333,free,142,2.4285714285714284,3.652941176470588,0,0,0,000
442,43355,free,143,0.3333333333333333,0.3,0,0,0,000
443,43361,free,119,0.3,4.800000000000002,0,0,0,000
444,43368,free,143,3.3333333333333335,6.69,0,0,0,000
445,43369,free,148,6.0,8.066666666666665,0,0,0,000
446,43376,free,123,1.625,6.861538461538463,0,0,0,000
447,43378,free,149,1.0,0.4,0,0,0,000
448,43390,free,142,2.3333333333333335,6.721428571428571,0,0,0,000
449,43402,free,143,1.2,3.016666666666667,0,0,0,000
450,43405,free,148,2.0,0.35,0,0,0,000
451,43408,free,140,2.125,5.041176470588233,0,0,0,000
452,43413,free,123,0.32,3.0,0,0,0,000
453,43416,free,146,6.5,6.676923076923076,0,0,0,000
454,43422,free,145,1.0,7.1,0,0,0,000
455,43436,free,143,2.0,3.9,0,0,0,000
456,43453,free,147,1.0,0.1,0,0,0,000
457,43458,free,147,2.0,4.3,0,0,0,000
458,43460,free,147,2.0,0.35,0,0,0,000
459,43465,free,131,2.4285714285714284,7.923529411764707,0,0,0,000
460,43476,free,130,3.625,9.182758620689656,0,0,0,000
461,43483,free,147,1.0,2.9,0,0,0,000
462,43484,free,131,0.375,0.10000000000000002,0,0,0,000
463,43485,free,111,0.6388888888888888,6.778260869565217,0,0,0,000
464,43489,free,135,1.0,0.5,0,0,0,000
465,43492,free,138,1.5,8.116666666666665,0,0,0,000
466,43497,free,120,0.1111111111111111,4.8,0,0,0,000
467,43503,free,147,1.0,1.3,0,0,0,000
468,43505,free,146,3.0,0.26666666666666666,0,0,0,000
469,43507,free,146,1.0,0.8,0,0,0,000
470,43508,free,146,1.0,0.6,0,0,0,000
471,43519,free,144,3.0,1.4000000000000001,0,0,0,000
472,43520,free,146,5.0,1.6800000000000002,0,0,0,000
473,43522,free,137,1.2222222222222223,5.154545454545455,0,0,0,000
474,43526,free,146,5.0,0.8799999999999999,0,0,0,000
475,43527,free,146,1.0,0.3,0,0,0,000
476,43529,free,146,1.0,0.1,0,0,0,000
